totals_minutes_played,totals_field_goals,totals_field_goals_attempted,totals_field_goal_pct,totals_three_point_field_goals,totals_three_point_attempts,totals_three_point_pct,totals_two_point_field_goals,totals_two_point_attempts,totals_two_point_pct,totals_free_throws,totals_free_throw_attempts,totals_free_throw_pct,totals_offensive_rebounds,totals_defensive_rebounds,totals_total_rebounds,totals_assists,totals_steals,totals_blocks,totals_turnovers,totals_personal_fouls,totals_points,made_playoffs,season,team_abbr,advanced_age,advanced_wins,advanced_losses,advanced_pythagorean_wins,advanced_pythagorean_losses,advanced_margin_of_victory,advanced_strength_of_schedule,advanced_simple_rating_system,advanced_offensive_rating,advanced_defensive_rating,advanced_net_rating,advanced_pace,advanced_free_throw_rate,advanced_three_point_attempt_rate,advanced_true_shooting_pct,advanced_offensive_effective_fg_pct,advanced_offensive_turnover_pct,advanced_offensive_offensive_rebound_pct,advanced_offensive_ft_per_fga,advanced_defensive_effective_fg_pct,advanced_defensive_turnover_pct,advanced_defensive_defensive_rebound_pct,advanced_defensive_ft_per_fga,advanced_arena,advanced_attendance,advanced_attendance_per_game,shooting_minutes_played,shooting_field_goal_pct,shooting_average_shot_distance,shooting_two_point_attempt_pct,shooting_fga_0_3_pct,shooting_fga_3_10_pct,shooting_fga_10_16_pct,shooting_fga_16_to_3pt_pct,shooting_three_point_attempt_pct,shooting_two_point_fg_pct,shooting_fg_0_3_pct,shooting_fg_3_10_pct,shooting_fg_10_16_pct,shooting_fg_16_to_3pt_pct,shooting_three_point_fg_pct,shooting_two_point_fg_assisted_pct,shooting_three_point_fg_assisted_pct,shooting_dunks_fga_pct,shooting_dunks_made,shooting_layups_fga_pct,shooting_layups_made,shooting_corner_three_pct_fga,shooting_corner_three_fg_pct,shooting_heaves_attempted,shooting_heaves_made
19805,3122,6723,0.464,405,1147,0.353,2717,5576,0.487,1235,1666,0.741,950,2526,3476,1792,631,375,1124,1568,7884,1,2014,MEM,28.5,50,32,46,36,1.57,0.61,2.18,106.3,104.6,+1.7,89.9,.248,.171,.529,.494,13.1,28.3,.184,.497,13.8,75.7,.199,FedEx Forum,"685,458","16,718",19805,.464,11.3,.829,.301,.223,.115,.191,.171,.487,.631,.411,.420,.390,.353,.526,.894,.036,222,.245,990,.280,.368,17,1
19905,3097,6763,0.458,423,1246,0.339,2674,5517,0.485,1445,1869,0.773,856,2634,3490,1777,700,347,1094,1567,8062,1,2015,MEM,29.6,55,27,50,32,3.24,0.38,3.62,105.7,102.2,+3.5,92.0,.276,.184,.531,.489,12.6,24.7,.214,.492,14.5,75.3,.183,FedEx Forum,"710,502","17,329",19905,.458,11.0,.816,.308,.199,.129,.179,.184,.485,.621,.405,.420,.386,.339,.528,.865,.029,173,.263,1074,.262,.383,22,2
19830,3019,6859,0.44,504,1521,0.331,2515,5338,0.471,1584,2024,0.783,916,2497,3413,1697,724,350,1090,1783,8126,1,2016,MEM,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,.295,.222,.524,.477,12.3,25.3,.231,.518,15.2,75.1,.251,FedEx Forum,"701,894","17,119",19830,.440,11.4,.778,.313,.190,.103,.172,.222,.471,.583,.389,.416,.392,.331,.502,.859,.037,218,.285,1053,.268,.324,21,2
19905,2984,6854,0.435,767,2169,0.354,2217,4685,0.473,1504,1918,0.784,886,2621,3507,1744,653,344,1059,1840,8239,1,2017,MEM,29.5,43,39,42,40,0.49,0.47,0.96,107.7,107.1,+0.6,92.3,.280,.316,.535,.491,12.1,24.8,.219,.506,13.6,77.5,.256,FedEx Forum,"677,314","16,520",19905,.435,13.5,.684,.288,.158,.092,.144,.316,.473,.580,.416,.385,.380,.354,.504,.811,.033,203,.267,979,.192,.409,31,0
19705,3013,6788,0.444,758,2152,0.352,2255,4636,0.486,1361,1732,0.786,779,2544,3323,1767,613,396,1227,1900,8145,0,2018,MEM,26.0,22,60,25,57,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,.255,.317,.539,.500,14.0,22.4,.201,.529,13.8,76.5,.256,FedEx Forum,"653,863","15,948",19705,.444,12.8,.683,.312,.139,.100,.132,.317,.486,.620,.352,.372,.398,.352,.510,.815,.049,296,.304,1087,.189,.350,26,0
19880,3113,6924,0.45,811,2368,0.342,2302,4556,0.505,1453,1882,0.772,723,2703,3426,1963,684,448,1147,1801,8490,0,2019,MEM,27.7,33,49,34,48,-2.60,0.51,-2.08,106.1,108.8,-2.7,96.6,.272,.342,.548,.508,12.9,20.0,.210,.521,13.9,77.6,.232,FedEx Forum,"638,332","15,569",19880,.450,13.3,.658,.278,.184,.101,.095,.342,.505,.643,.419,.390,.393,.342,.562,.826,.044,274,.265,1019,.232,.359,15,0
17570,3106,6634,0.468,798,2297,0.347,2308,4337,0.532,1212,1589,0.763,754,2643,3397,1965,576,398,1113,1546,8222,0,2020,MEM,24.1,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,.240,.346,.561,.528,13.2,23.0,.183,.521,12.7,77.8,.217,FedEx Forum,"523,297","15,857",17570,.468,13.0,.654,.281,.210,.103,.060,.346,.532,.667,.443,.427,.397,.347,.547,.880,.057,337,.265,989,.202,.381,12,0
17405,3085,6608,0.467,803,2258,0.356,2282,4350,0.525,1184,1536,0.771,803,2543,3346,1938,655,364,957,1349,8157,1,2021,MEM,24.2,38.0,34.0,38,34,1.03,0.04,1.07,112.0,111.0,1.0,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,FedEx Forum,"61,449","1,707",17405,.467,13.0,.658,.251,.221,.141,.046,.342,.525,.661,.443,.453,.393,.356,.543,.872,.051,297,.261,959,.258,.377,4,0
19780,3571,7739,0.461,945,2679,0.353,2626,5060,0.519,1393,1898,0.734,1159,2873,4032,2131,800,533,1082,1620,9480,1,2022,MEM,24.0,56,26,55,27,5.68,-0.32,5.37,114.6,109.0,+5.6,100.3,.245,.346,.553,.522,11.2,30.0,.180,.523,13.3,77.8,.195,FedEx Forum,"646,785","15,775",19780,.461,12.9,.654,.263,.235,.111,.045,.346,.519,.674,.423,.410,.382,.353,.504,.854,.056,384,.272,1165,.231,.368,14,0
19780,3585,7551,0.475,985,2807,0.351,2600,4744,0.548,1432,1954,0.733,988,2835,3823,2135,680,473,1116,1643,9587,1,2023,MEM,24.4,51,31,51,31,3.94,-0.34,3.60,115.1,111.2,+3.9,101.1,.259,.372,.570,.540,11.7,26.5,.190,.526,13.1,75.9,.206,FedEx Forum,"707,836","17,264",19780,.475,13.0,.628,.273,.224,.099,.033,.372,.548,.688,.446,.447,.386,.351,.504,.837,.058,387,.286,1250,.245,.376,15,1
19880,3148,6348,0.496,717,1809,0.396,2431,4539,0.536,1423,1887,0.754,676,2490,3166,1890,710,441,1143,1533,8436,1,2013,MIA,30.3,66,16,62,20,7.87,-0.84,7.03,112.3,103.7,+8.6,90.7,.297,.285,.588,.552,13.7,22.2,.224,.487,14.8,73.0,.200,AmericanAirlines Arena,"819,290","19,983",19880,.496,13.2,.715,.297,.127,.099,.192,.285,.536,.704,.401,.387,.441,.396,.522,.866,.066,392,.223,910,.384,.433,6,0
19880,3142,6272,0.501,665,1829,0.364,2477,4443,0.558,1431,1884,0.76,627,2397,3024,1847,732,367,1212,1596,8380,1,2014,MIA,30.6,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,+5.1,91.2,.300,.292,.590,.554,14.6,20.6,.228,.511,15.8,73.0,.212,AmericanAirlines Arena,"811,036","19,781",19880,.501,12.8,.708,.330,.127,.084,.168,.292,.558,.697,.467,.433,.413,.364,.509,.880,.064,383,.255,1018,.372,.429,5,1
19730,2885,6330,0.456,556,1659,0.335,2329,4671,0.499,1438,1940,0.741,747,2461,3208,1626,642,372,1214,1636,7764,0,2015,MIA,28.5,37,45,33,49,-2.60,-0.32,-2.92,103.9,106.7,-2.8,90.9,.306,.262,.540,.500,14.5,23.2,.227,.505,14.2,73.4,.213,AmericanAirlines Arena,"808,223","19,713",19730,.456,12.4,.738,.295,.142,.118,.184,.262,.499,.629,.438,.424,.385,.335,.481,.905,.047,277,.238,860,.319,.374,17,1
19830,3150,6697,0.47,498,1480,0.336,2652,5217,0.508,1406,1889,0.744,807,2811,3618,1709,553,531,1155,1502,8204,1,2016,MIA,28.4,48,34,46,36,1.65,-0.14,1.50,106.1,104.4,+1.7,93.6,.282,.221,.545,.508,13.3,23.8,.210,.485,12.1,77.8,.196,AmericanAirlines Arena,"809,350","19,740",19830,.470,11.6,.779,.303,.166,.128,.182,.221,.508,.663,.422,.407,.401,.336,.470,.928,.054,341,.249,1000,.372,.358,15,1
19780,3202,7037,0.455,808,2213,0.365,2394,4824,0.496,1248,1768,0.706,872,2705,3577,1742,588,469,1102,1680,8460,0,2017,MIA,26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,+1.1,95.2,.251,.314,.541,.512,12.4,24.2,.177,.496,12.6,76.4,.220,AmericanAirlines Arena,"805,400","19,644",19780,.455,13.0,.686,.290,.169,.094,.131,.314,.496,.630,.412,.387,.389,.365,.427,.890,.054,350,.238,927,.301,.400,14,0
19930,3184,6997,0.455,903,2506,0.36,2281,4491,0.508,1209,1601,0.755,763,2801,3564,1862,620,437,1178,1648,8480,1,2018,MIA,26.5,44,38,42,40,0.48,-0.33,0.15,106.8,106.3,+0.5,95.6,.229,.358,.551,.520,13.3,21.5,.173,.507,13.1,79.0,.215,AmericanAirlines Arena,"804,850","19,630",19930,.455,13.2,.642,.280,.163,.095,.104,.358,.508,.657,.416,.383,.366,.360,.457,.908,.053,336,.268,1067,.256,.388,18,0
19730,3251,7218,0.45,928,2658,0.349,2323,4560,0.509,1238,1782,0.695,921,2879,3800,1991,627,448,1208,1712,8668,0,2019,MIA,27.0,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,.247,.368,.542,.515,13.1,24.8,.172,.510,12.7,77.6,.201,AmericanAirlines Arena,"805,264","19,641",19730,.450,13.3,.632,.291,.175,.102,.064,.368,.509,.637,.427,.375,.364,.349,.505,.880,.066,437,.270,1058,.256,.375,16,1
17745,2880,6160,0.468,979,2584,0.379,1901,3576,0.532,1440,1840,0.783,620,2619,3239,1892,547,332,1088,1501,8179,1,2020,MIA,25.9,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,+3.0,98.3,.299,.419,.587,.547,13.5,20.3,.234,.523,12.6,79.5,.213,AmericanAirlines Arena,"629,771","19,680",17745,.468,14.7,.581,.255,.159,.090,.077,.419,.532,.693,.418,.398,.386,.379,.558,.849,.073,401,.231,811,.231,.381,19,0
17380,2824,6029,0.468,932,2606,0.358,1892,3423,0.553,1201,1520,0.79,579,2409,2988,1895,569,286,1013,1363,7781,1,2021,MIA,27.4,40.0,32.0,36,36,0.03,-0.09,-0.06,111.2,111.2,0.0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,AmericanAirlines Arena,,,17380,.468,14.8,.568,.247,.161,.096,.064,.432,.553,.719,.437,.427,.391,.358,.562,.893,.057,309,.255,910,.239,.361,14,0
19855,3246,6954,0.467,1114,2936,0.379,2132,4018,0.531,1416,1753,0.808,807,2778,3585,2090,606,265,1194,1679,9022,1,2022,MIA,28.2,53,29,53,29,4.45,-0.22,4.23,113.7,109.1,+4.6,95.9,.252,.422,.584,.547,13.4,23.5,.204,.524,13.8,78.0,.209,FTX Arena,"804,761","19,628",19855,.467,14.9,.578,.224,.182,.107,.065,.422,.531,.695,.434,.438,.386,.379,.537,.849,.049,304,.236,941,.296,.418,23,0
19805,3215,6991,0.46,980,2852,0.344,2235,4139,0.54,1567,1885,0.831,796,2533,3329,1955,655,243,1106,1516,8977,1,2023,MIA,27.7,44,38,40,42,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,.270,.408,.574,.530,12.4,22.8,.224,.561,14.5,77.7,.198,Kaseya Center,"807,190","19,688",19805,.460,14.5,.592,.196,.217,.120,.052,.408,.540,.683,.480,.471,.411,.344,.511,.802,.046,285,.226,903,.260,.367,8,0
19830,3128,7197,0.435,601,1670,0.36,2527,5527,0.457,1251,1700,0.736,1068,2537,3605,1876,685,550,1156,1554,8108,1,2013,MIL,26.4,38,44,37,45,-1.50,-0.33,-1.83,103.6,105.2,-1.6,94.7,.236,.232,.510,.476,12.7,27.9,.174,.492,14.4,71.3,.201,BMO Harris Bradley Center,"616,469","15,036",19830,.435,12.2,.768,.320,.143,.122,.183,.232,.457,.589,.331,.391,.369,.360,.548,.817,.040,269,.252,985,.234,.384,9,0
19880,2952,6737,0.438,548,1553,0.353,2404,5184,0.464,1377,1843,0.747,971,2399,3370,1760,541,403,1238,1713,7829,0,2014,MIL,24.7,15,67,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,.274,.231,.519,.479,14.1,27.1,.204,.520,13.2,71.4,.225,BMO Harris Bradley Center,"552,067","13,465",19880,.438,12.1,.769,.314,.168,.106,.182,.231,.464,.584,.365,.389,.392,.353,.547,.812,.038,232,.250,924,.182,.375,5,0
19930,3083,6722,0.459,545,1500,0.363,2538,5222,0.486,1312,1734,0.757,876,2574,3450,1932,789,403,1373,1814,8023,1,2015,MIL,24.6,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,+0.5,94.1,.258,.223,.536,.499,15.5,25.4,.195,.487,15.9,73.3,.221,BMO Harris Bradley Center,"593,910","14,813",19930,.459,11.4,.777,.338,.136,.110,.193,.223,.486,.608,.352,.438,.394,.363,.571,.888,.052,320,.259,977,.316,.403,4,0
19830,3145,6740,0.467,440,1277,0.345,2705,5463,0.495,1392,1863,0.747,858,2559,3417,1895,672,475,1247,1695,8122,0,2016,MIL,23.5,33,49,29,53,-4.18,0.20,-3.98,104.3,108.7,-4.4,94.2,.276,.189,.537,.499,14.2,24.9,.207,.510,14.2,73.1,.221,BMO Harris Bradley Center,"621,808","15,166",19830,.467,10.1,.811,.365,.190,.106,.149,.189,.495,.617,.402,.397,.387,.345,.555,.895,.071,446,.290,1066,.282,.353,14,0
19780,3182,6715,0.474,720,1946,0.37,2462,4769,0.516,1413,1839,0.768,723,2589,3312,1984,666,436,1145,1660,8497,1,2017,MIL,25.6,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,.274,.290,.565,.527,13.2,21.5,.210,.518,13.6,75.4,.215,BMO Harris Bradley Center,"648,952","15,828",19780,.474,11.9,.710,.351,.174,.077,.108,.290,.516,.644,.402,.377,.387,.370,.534,.928,.073,448,.282,1073,.276,.388,12,0
19830,3257,6807,0.478,718,2024,0.355,2539,4783,0.531,1499,1915,0.783,688,2579,3267,1905,722,443,1135,1752,8731,1,2018,MIL,25.9,44,38,40,42,-0.30,-0.15,-0.45,109.8,110.1,-0.3,96.3,.281,.297,.571,.531,12.9,20.4,.220,.528,14.2,75.9,.220,BMO Harris Bradley Center,"685,303","16,856",19830,.478,12.4,.703,.310,.152,.114,.127,.297,.531,.685,.373,.463,.406,.355,.501,.883,.068,419,.279,1065,.263,.405,12,0
19780,3555,7471,0.476,1105,3134,0.353,2450,4337,0.565,1471,1904,0.773,762,3316,4078,2136,615,486,1137,1608,9686,1,2019,MIL,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,+8.6,103.3,.255,.419,.583,.550,12.0,20.8,.197,.503,11.5,80.3,.162,Fiserv Forum,"721,692","17,602",19780,.476,13.9,.581,.340,.122,.066,.053,.419,.565,.698,.346,.424,.389,.353,.500,.825,.073,488,.307,1342,.195,.386,8,0
17595,3160,6638,0.476,1007,2840,0.355,2153,3798,0.567,1336,1800,0.742,691,3083,3774,1889,526,429,1102,1431,8663,1,2020,MIL,29.2,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,+9.5,105.1,.271,.428,.583,.552,12.9,20.7,.201,.489,12.0,81.6,.178,Fiserv Forum,"549,036","17,711",17595,.476,14.6,.572,.284,.141,.082,.064,.428,.567,.717,.374,.458,.467,.355,.498,.811,.057,355,.274,1066,.204,.392,9,0
17330,3221,6610,0.487,1038,2669,0.389,2183,3941,0.554,1169,1539,0.76,741,2724,3465,1834,585,334,995,1244,8649,1,2021,MIL,28.1,46.0,26.0,48,24,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,0.536,11.5,79.7,0.157,Fiserv Forum,"64,780","1,799",17330,.487,14.6,.596,.255,.155,.104,.082,.404,.554,.717,.419,.457,.426,.389,.468,.782,.059,348,.260,1001,.211,.407,9,0
19755,3429,7331,0.468,1153,3151,0.366,2276,4180,0.544,1459,1881,0.776,840,2990,3830,1960,623,326,1100,1494,9470,1,2022,MIL,28.5,51,31,49,33,3.35,-0.14,3.22,115.1,111.8,+3.3,99.9,.257,.430,.580,.546,11.9,23.0,.199,.536,11.6,78.6,.165,Fiserv Forum,"715,581","17,453",19755,.468,15.1,.570,.236,.161,.103,.070,.430,.544,.717,.420,.446,.395,.366,.461,.789,.049,317,.251,1080,.241,.393,11,0
19830,3504,7411,0.473,1217,3306,0.368,2287,4105,0.557,1364,1837,0.743,914,3074,3988,2115,521,403,1199,1481,9589,1,2023,MIL,29.8,58,24,50,32,3.63,-0.02,3.61,115.4,111.9,+3.5,100.5,.248,.446,.583,.555,12.7,25.0,.184,.520,10.4,77.8,.175,Fiserv Forum,"718,786","17,531",19830,.473,15.3,.554,.236,.156,.091,.071,.446,.557,.724,.443,.429,.417,.368,.489,.819,.052,351,.250,1103,.230,.379,11,0
19730,2943,6702,0.439,450,1475,0.305,2493,5227,0.477,1515,2042,0.742,973,2473,3446,1836,700,387,1214,1509,7851,0,2013,MIN,26.4,31,51,34,48,-2.37,0.54,-1.83,102.9,105.4,-2.5,92.8,.305,.220,.516,.473,13.8,27.4,.226,.511,15.0,74.0,.187,Target Center,"669,956","16,340",19730,.439,12.3,.780,.331,.139,.083,.227,.220,.477,.613,.328,.415,.393,.305,.592,.798,.051,313,.263,978,.226,.345,10,0
19855,3189,7175,0.444,600,1757,0.341,2589,5418,0.478,1790,2301,0.778,1024,2644,3668,1963,718,297,1142,1504,8768,0,2014,MIN,26.3,40,42,48,34,2.67,0.43,3.10,108.9,106.2,+2.7,97.3,.321,.245,.535,.486,12.2,27.4,.249,.518,14.8,74.4,.177,Target Center,"597,157","14,565",19855,.444,12.1,.755,.334,.157,.091,.174,.245,.478,.619,.386,.348,.358,.341,.564,.838,.042,278,.277,1140,.224,.332,14,1
19805,2986,6820,0.438,406,1223,0.332,2580,5597,0.461,1638,2110,0.776,949,2406,3355,1771,668,327,1231,1571,8016,0,2015,MIN,24.4,16,66,19,63,-8.79,0.79,-8.00,102.9,112.2,-9.3,94.4,.309,.179,.517,.468,13.7,26.6,.240,.537,13.9,71.6,.187,Target Center,"595,652","14,416",19805,.438,11.6,.821,.287,.176,.122,.235,.179,.461,.622,.361,.410,.365,.332,.557,.825,.054,332,.217,826,.219,.366,12,0
19880,3095,6668,0.464,455,1347,0.338,2640,5321,0.496,1753,2213,0.792,821,2587,3408,1916,656,375,1231,1696,8398,0,2016,MIN,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,.332,.202,.549,.498,13.9,24.3,.263,.524,13.6,74.7,.200,Target Center,"581,178","14,175",19880,.464,11.9,.798,.298,.160,.101,.239,.202,.496,.661,.410,.372,.400,.338,.578,.855,.061,376,.241,943,.208,.386,8,0
19805,3235,6922,0.467,601,1723,0.349,2634,5199,0.507,1586,1986,0.799,938,2540,3478,1940,654,370,1150,1646,8657,0,2017,MIN,24.0,31,51,38,44,-1.11,0.47,-0.64,110.8,112.0,-1.2,94.6,.287,.249,.555,.511,12.9,27.2,.229,.535,13.2,75.9,.212,Target Center,"607,203","14,810",19805,.467,12.4,.751,.304,.164,.097,.186,.249,.507,.645,.437,.392,.402,.349,.535,.884,.059,382,.250,991,.268,.393,11,0
19805,3365,7063,0.476,658,1845,0.357,2707,5218,0.519,1592,1980,0.804,848,2593,3441,1861,689,345,1021,1495,8980,1,2018,MIN,27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,+2.3,96.0,.280,.261,.566,.523,11.4,24.4,.225,.539,13.9,76.4,.189,Target Center,"699,308","17,056",19805,.476,12.3,.739,.264,.196,.129,.150,.261,.519,.690,.433,.432,.403,.357,.487,.825,.053,343,.255,1029,.226,.403,12,0
19830,3413,7483,0.456,827,2357,0.351,2586,5126,0.504,1570,1995,0.787,923,2750,3673,2018,683,411,1074,1664,9223,0,2019,MIN,26.2,36,46,37,45,-1.50,0.48,-1.02,111.4,112.9,-1.5,100.2,.267,.315,.552,.511,11.4,24.6,.210,.538,12.9,74.9,.190,Target Center,"627,543","15,306",19830,.456,13.1,.685,.288,.176,.099,.121,.315,.504,.660,.391,.395,.388,.351,.505,.862,.046,319,.286,1183,.215,.387,16,0
15560,2586,5865,0.441,853,2540,0.336,1733,3325,0.521,1223,1624,0.753,675,2193,2868,1525,555,362,981,1370,7248,0,2020,MIN,24.8,19,45,24,40,-4.30,0.28,-4.02,108.1,112.2,-4.1,103.4,.277,.433,.551,.514,13.0,22.1,.209,.541,13.2,77.2,.218,Target Center,"482,112","15,066",15560,.441,14.0,.567,.308,.164,.055,.040,.433,.521,.640,.384,.373,.372,.336,.490,.791,.043,229,.325,1020,.173,.339,11,1
17405,2932,6546,0.448,944,2706,0.349,1988,3840,0.518,1265,1662,0.761,757,2376,3133,1846,632,398,1027,1507,8073,0,2021,MIN,23.2,23.0,49.0,24,48,-5.56,0.31,-5.25,109.5,115.0,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,Target Center,"15,774",438,17405,.448,13.7,.587,.299,.172,.061,.054,.413,.518,.650,.391,.363,.362,.349,.532,.835,.059,329,.311,1098,.208,.362,8,0
19780,3411,7458,0.457,1211,3386,0.358,2200,4072,0.54,1474,1894,0.778,921,2700,3621,2106,721,460,1175,1786,9507,1,2022,MIN,24.2,46,36,48,34,2.63,-0.10,2.53,114.3,111.7,+2.6,100.9,.254,.454,.573,.539,12.4,24.4,.198,.535,14.2,74.9,.227,Target Center,"657,148","16,028",19780,.457,14.5,.546,.267,.173,.059,.047,.454,.540,.677,.413,.432,.366,.358,.519,.797,.066,429,.278,1136,.223,.394,19,0
19830,3515,7167,0.49,997,2731,0.365,2518,4436,0.568,1467,1942,0.755,749,2686,3435,2145,657,444,1258,1768,9494,1,2023,MIN,25.8,42,40,41,41,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,.271,.381,.592,.560,13.6,21.5,.205,.540,13.3,74.3,.225,Target Center,"687,510","16,769",19830,.490,13.2,.619,.285,.208,.075,.051,.381,.568,.723,.439,.451,.399,.365,.539,.790,.067,436,.297,1256,.241,.395,20,0
19780,2955,6589,0.448,535,1474,0.363,2420,5115,0.473,1269,1636,0.776,988,2426,3414,1721,520,440,1193,1673,7714,0,2013,NOH,24.0,27,55,30,52,-3.87,0.75,-3.12,105.7,110.1,-4.4,88.5,.248,.224,.528,.489,14.0,29.2,.193,.520,13.1,74.4,.208,New Orleans Arena,"565,930","13,803",19780,.448,12.1,.776,.298,.208,.095,.175,.224,.473,.614,.379,.371,.402,.363,.521,.858,.056,329,.229,816,.176,.382,16,0
19730,2996,6689,0.448,891,2371,0.376,2105,4318,0.487,1313,1729,0.759,890,2436,3326,1579,672,294,988,1650,8196,1,2013,NYK,30.2,54,28,53,29,4.23,-0.50,3.73,111.1,106.3,+4.8,89.8,.258,.354,.550,.515,11.7,25.6,.196,.508,14.8,74.7,.216,Madison Square Garden (IV),"780,353","19,033",19730,.448,14.6,.646,.280,.096,.083,.188,.354,.487,.613,.372,.380,.407,.376,.398,.833,.049,302,.218,796,.236,.377,30,2
19855,3027,6739,0.449,759,2038,0.372,2268,4701,0.482,1271,1670,0.761,870,2437,3307,1641,631,367,1063,1815,8084,0,2014,NYK,28.3,37,45,39,43,-0.79,-0.61,-1.40,108.3,109.1,-0.8,90.3,.248,.302,.541,.505,12.5,25.1,.189,.514,14.0,74.3,.245,Madison Square Garden (IV),"812,292","19,812",19855,.449,14.4,.698,.252,.112,.111,.222,.302,.482,.628,.355,.412,.417,.372,.450,.818,.055,342,.185,688,.207,.394,21,0
19855,2882,6726,0.428,560,1614,0.347,2322,5112,0.454,1211,1575,0.769,867,2443,3310,1746,575,382,1206,1768,7535,0,2015,NYK,26.9,17,65,17,65,-9.32,-0.18,-9.50,99.9,110.0,-10.1,91.2,.234,.240,.508,.470,14.0,24.5,.180,.512,13.3,73.1,.234,Madison Square Garden (IV),"812,292","19,812",19855,.428,13.3,.760,.241,.147,.126,.247,.240,.454,.587,.363,.393,.410,.347,.550,.836,.035,213,.198,715,.187,.351,16,1
19805,3022,6886,0.439,610,1762,0.346,2412,5124,0.471,1411,1753,0.805,850,2788,3638,1682,467,466,1099,1616,8065,0,2016,NYK,27.2,32,50,33,49,-2.73,0.00,-2.74,104.6,107.6,-3.0,93.4,.255,.256,.527,.483,12.6,23.7,.205,.487,10.5,75.8,.204,Madison Square Garden (IV),"812,292","19,812",19805,.439,13.0,.744,.245,.154,.143,.201,.256,.471,.585,.425,.407,.412,.346,.477,.869,.031,200,.217,798,.231,.405,13,0
19855,3244,7256,0.447,704,2022,0.348,2540,5234,0.485,1364,1731,0.788,983,2723,3706,1786,581,455,1139,1668,8556,0,2017,NYK,27.3,31,51,31,51,-3.67,-0.20,-3.87,107.7,111.5,-3.8,96.0,.239,.279,.534,.496,12.4,26.6,.188,.511,11.7,74.1,.214,Madison Square Garden (IV),"810,741","19,774",19855,.447,13.2,.721,.291,.126,.132,.172,.279,.485,.591,.381,.440,.419,.348,.469,.845,.040,267,.256,992,.229,.425,23,0
19830,3334,7193,0.464,673,1914,0.352,2661,5279,0.504,1225,1557,0.787,859,2752,3611,1912,552,421,1208,1682,8566,0,2018,NYK,26.3,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,.216,.266,.544,.510,13.3,24.1,.170,.522,12.1,76.7,.208,Madison Square Garden (IV),"792,608","19,332",19830,.464,12.7,.734,.278,.156,.140,.159,.266,.504,.656,.398,.442,.399,.352,.499,.869,.040,259,.276,1119,.194,.406,20,0
19780,3134,7241,0.433,823,2421,0.34,2311,4820,0.479,1484,1956,0.759,857,2811,3668,1646,557,422,1151,1713,8575,0,2019,NYK,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,.270,.334,.529,.490,12.4,22.1,.205,.533,11.7,76.1,.203,Madison Square Garden (IV),"779,087","19,002",19780,.433,13.5,.666,.311,.129,.103,.122,.334,.479,.603,.345,.386,.385,.340,.418,.826,.052,315,.288,1083,.166,.342,8,0
15965,2638,5896,0.447,631,1872,0.337,2007,4024,0.499,1076,1550,0.694,795,2274,3069,1456,504,313,946,1464,6983,0,2020,NYK,24.5,21,45,20,46,-6.45,-0.26,-6.72,106.5,113.0,-6.5,98.6,.263,.318,.531,.501,12.6,25.8,.182,.541,12.4,78.3,.224,Madison Square Garden (IV),"620,789","18,812",15965,.447,12.9,.682,.313,.159,.091,.119,.318,.499,.640,.364,.401,.382,.337,.451,.872,.072,370,.286,867,.201,.374,7,0
17430,2839,6225,0.456,847,2163,0.392,1992,4062,0.49,1181,1506,0.784,696,2554,3250,1541,507,365,932,1473,7706,1,2021,NYK,25.6,41.0,31.0,41,31,2.31,-0.18,2.13,110.6,108.2,2.4,95.9,0.242,0.347,0.559,0.524,11.9,21.9,0.19,0.509,11.7,78.6,0.196,Madison Square Garden (IV),"42,131","1,170",17430,.456,13.5,.653,.254,.190,.118,.091,.347,.490,.637,.385,.407,.411,.392,.416,.842,.054,300,.262,829,.283,.426,5,0
