totals_minutes_played,totals_field_goals,totals_field_goals_attempted,totals_field_goal_pct,totals_three_point_field_goals,totals_three_point_attempts,totals_three_point_pct,totals_two_point_field_goals,totals_two_point_attempts,totals_two_point_pct,totals_free_throws,totals_free_throw_attempts,totals_free_throw_pct,totals_offensive_rebounds,totals_defensive_rebounds,totals_total_rebounds,totals_assists,totals_steals,totals_blocks,totals_turnovers,totals_personal_fouls,totals_points,made_playoffs,season,team_abbr,advanced_age,advanced_wins,advanced_losses,advanced_pythagorean_wins,advanced_pythagorean_losses,advanced_margin_of_victory,advanced_strength_of_schedule,advanced_simple_rating_system,advanced_offensive_rating,advanced_defensive_rating,advanced_net_rating,advanced_pace,advanced_free_throw_rate,advanced_three_point_attempt_rate,advanced_true_shooting_pct,advanced_offensive_effective_fg_pct,advanced_offensive_turnover_pct,advanced_offensive_offensive_rebound_pct,advanced_offensive_ft_per_fga,advanced_defensive_effective_fg_pct,advanced_defensive_turnover_pct,advanced_defensive_defensive_rebound_pct,advanced_defensive_ft_per_fga,advanced_arena,advanced_attendance,advanced_attendance_per_game,shooting_minutes_played,shooting_field_goal_pct,shooting_average_shot_distance,shooting_two_point_attempt_pct,shooting_fga_0_3_pct,shooting_fga_3_10_pct,shooting_fga_10_16_pct,shooting_fga_16_to_3pt_pct,shooting_three_point_attempt_pct,shooting_two_point_fg_pct,shooting_fg_0_3_pct,shooting_fg_3_10_pct,shooting_fg_10_16_pct,shooting_fg_16_to_3pt_pct,shooting_three_point_fg_pct,shooting_two_point_fg_assisted_pct,shooting_three_point_fg_assisted_pct,shooting_dunks_fga_pct,shooting_dunks_made,shooting_layups_fga_pct,shooting_layups_made,shooting_corner_three_pct_fga,shooting_corner_three_fg_pct,shooting_heaves_attempted,shooting_heaves_made
19855,3275,7018,0.467,814,2173,0.375,2461,4845,0.508,1378,1786,0.772,823,2713,3536,2065,645,353,1196,1746,8742,1,2018,WAS,26.9,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,+0.6,96.6,.254,.310,.560,.525,13.3,23.5,.196,.522,13.6,77.1,.212,Capital One Arena,"739,302","18,032",19855,.467,13.4,.690,.243,.159,.139,.149,.310,.508,.673,.418,.436,.405,.375,.548,.880,.042,248,.252,1008,.192,.376,17,0
19930,3456,7387,0.468,930,2731,0.341,2526,4656,0.543,1508,1963,0.768,794,2679,3473,2154,683,379,1154,1701,9350,0,2019,WAS,26.5,32,50,34,48,-2.90,-0.40,-3.30,111.1,113.9,-2.8,101.4,.266,.370,.567,.531,12.3,21.3,.204,.546,13.5,74.1,.199,Capital One Arena,"716,996","17,448",19930,.468,13.8,.630,.306,.137,.086,.101,.370,.543,.698,.403,.386,.393,.341,.533,.868,.067,454,.282,1210,.213,.360,12,0
17355,2990,6544,0.457,864,2345,0.368,2126,4199,0.506,1394,1770,0.788,732,2295,3027,1801,574,309,1020,1634,8238,0,2020,WAS,25.1,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,.270,.358,.562,.523,12.2,22.2,.213,.558,13.9,75.3,.231,Capital One Arena,"532,702","16,647",17355,.457,14.2,.642,.259,.160,.111,.112,.358,.506,.688,.363,.410,.387,.368,.509,.832,.047,276,.285,1029,.167,.388,18,1
17405,3108,6547,0.475,733,2088,0.351,2375,4459,0.533,1449,1884,0.769,697,2557,3254,1835,528,297,1037,1555,8398,1,2021,WAS,26.6,34.0,38.0,32,40,-1.83,-0.01,-1.85,111.2,113.0,-1.8,104.1,0.288,0.319,0.569,0.531,12.3,21.3,0.221,0.539,12.5,77.6,0.217,Capital One Arena,"19,198",533,17405,.475,13.6,.681,.199,.268,.101,.114,.319,.533,.695,.515,.408,.402,.351,.501,.880,.055,320,.299,1074,.231,.369,9,0
19830,3327,7056,0.472,860,2512,0.342,2467,4544,0.543,1393,1778,0.783,737,2798,3535,2052,522,406,1077,1545,8907,0,2022,WAS,25.9,35,47,32,50,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,.252,.356,.568,.532,12.1,20.9,.197,.529,10.7,76.9,.202,Capital One Arena,"637,215","15,542",19830,.472,13.9,.644,.226,.225,.107,.086,.356,.543,.727,.456,.430,.426,.342,.532,.860,.065,408,.280,1135,.246,.397,11,0
19755,3456,7127,0.485,925,2601,0.356,2531,4526,0.559,1442,1838,0.785,774,2804,3578,2083,561,424,1158,1539,9279,0,2023,WAS,26.2,35,47,38,44,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,.258,.365,.585,.550,12.7,22.6,.202,.540,11.0,76.1,.194,Capital One Arena,"710,481","17,329",19755,.485,14.0,.635,.211,.244,.107,.073,.365,.559,.760,.470,.460,.420,.356,.508,.862,.059,377,.272,1118,.215,.399,16,2
19855,3101,6761,0.459,486,1303,0.373,2615,5458,0.479,1489,1936,0.769,933,2486,3419,1745,647,523,1129,1857,8177,0,2014,,24.3,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,.286,.193,.537,.495,12.9,26.9,.220,.515,13.6,73.8,.249,Smoothie King Center,"672,029","16,391",19855,.459,11.5,.807,.332,.183,.107,.184,.193,.479,.598,.370,.419,.409,.373,.506,.866,.050,305,.276,1027,.231,.382,20,0
19780,3108,6795,0.457,586,1583,0.37,2522,5212,0.484,1345,1790,0.751,942,2621,3563,1806,553,510,1087,1530,8147,1,2015,,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,.501,12.5,27.1,.198,.496,11.7,75.1,.195,Smoothie King Center,"683,757","16,677",19905,.420,12.8,.774,.263,.153,.124,.234,.226,.450,.572,.382,.389,.390,.318,.521,.791,.032,202,.220,800,.176,.389,16,0
19780,3108,6795,0.457,586,1583,0.37,2522,5212,0.484,1345,1790,0.751,942,2621,3563,1806,553,510,1087,1530,8147,1,2015,,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,.501,12.5,27.1,.198,.496,11.7,75.1,.195,Smoothie King Center,"683,757","16,677",19780,.457,11.4,.767,.348,.152,.098,.169,.233,.484,.591,.383,.406,.398,.370,.513,.875,.050,313,.286,1052,.239,.412,17,0
19780,3108,6795,0.457,586,1583,0.37,2522,5212,0.484,1345,1790,0.751,942,2621,3563,1806,553,510,1087,1530,8147,1,2015,,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,.456,11.2,22.1,.202,.487,12.0,79.3,.188,Time Warner Cable Arena,"704,886","17,192",19905,.420,12.8,.774,.263,.153,.124,.234,.226,.450,.572,.382,.389,.390,.318,.521,.791,.032,202,.220,800,.176,.389,16,0
19780,3108,6795,0.457,586,1583,0.37,2522,5212,0.484,1345,1790,0.751,942,2621,3563,1806,553,510,1087,1530,8147,1,2015,,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,.456,11.2,22.1,.202,.487,12.0,79.3,.188,Time Warner Cable Arena,"704,886","17,192",19780,.457,11.4,.767,.348,.152,.098,.169,.233,.484,.591,.383,.406,.398,.370,.513,.875,.050,313,.286,1052,.239,.412,17,0
19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,0,2015,,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,.501,12.5,27.1,.198,.496,11.7,75.1,.195,Smoothie King Center,"683,757","16,677",19905,.420,12.8,.774,.263,.153,.124,.234,.226,.450,.572,.382,.389,.390,.318,.521,.791,.032,202,.220,800,.176,.389,16,0
19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,0,2015,,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,.501,12.5,27.1,.198,.496,11.7,75.1,.195,Smoothie King Center,"683,757","16,677",19780,.457,11.4,.767,.348,.152,.098,.169,.233,.484,.591,.383,.406,.398,.370,.513,.875,.050,313,.286,1052,.239,.412,17,0
19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,0,2015,,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,.456,11.2,22.1,.202,.487,12.0,79.3,.188,Time Warner Cable Arena,"704,886","17,192",19905,.420,12.8,.774,.263,.153,.124,.234,.226,.450,.572,.382,.389,.390,.318,.521,.791,.032,202,.220,800,.176,.389,16,0
19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,0,2015,,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,.456,11.2,22.1,.202,.487,12.0,79.3,.188,Time Warner Cable Arena,"704,886","17,192",19780,.457,11.4,.767,.348,.152,.098,.169,.233,.484,.591,.383,.406,.398,.370,.513,.875,.050,313,.286,1052,.239,.412,17,0
19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1029,1487,8479,1,2016,,26.0,48,34,49,33,2.72,-0.36,2.36,107.2,104.3,+2.9,95.6,.280,.348,.545,.502,11.7,20.0,.222,.496,12.5,79.8,.191,Time Warner Cable Arena,"716,894","17,485",19855,.439,13.7,.652,.274,.129,.093,.156,.348,.479,.599,.394,.383,.397,.362,.482,.840,.029,177,.248,962,.171,.409,9,1
19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1029,1487,8479,1,2016,,26.0,48,34,49,33,2.72,-0.36,2.36,107.2,104.3,+2.9,95.6,.280,.348,.545,.502,11.7,20.0,.222,.496,12.5,79.8,.191,Time Warner Cable Arena,"716,894","17,485",19780,.448,12.5,.723,.304,.144,.101,.174,.277,.482,.597,.380,.385,.419,.360,.510,.808,.059,369,.255,948,.229,.332,12,1
19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1029,1487,8479,1,2016,,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,.498,12.3,21.2,.201,.523,12.7,78.8,.225,Smoothie King Center,"688,549","16,794",19855,.439,13.7,.652,.274,.129,.093,.156,.348,.479,.599,.394,.383,.397,.362,.482,.840,.029,177,.248,962,.171,.409,9,1
19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1029,1487,8479,1,2016,,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,.498,12.3,21.2,.201,.523,12.7,78.8,.225,Smoothie King Center,"688,549","16,794",19780,.448,12.5,.723,.304,.144,.101,.174,.277,.482,.597,.380,.385,.419,.360,.510,.808,.059,369,.255,948,.229,.332,12,1
19780,3153,7040,0.448,702,1951,0.36,2451,5089,0.482,1415,1823,0.776,782,2712,3494,1818,633,342,1102,1713,8423,0,2016,,26.0,48,34,49,33,2.72,-0.36,2.36,107.2,104.3,+2.9,95.6,.280,.348,.545,.502,11.7,20.0,.222,.496,12.5,79.8,.191,Time Warner Cable Arena,"716,894","17,485",19855,.439,13.7,.652,.274,.129,.093,.156,.348,.479,.599,.394,.383,.397,.362,.482,.840,.029,177,.248,962,.171,.409,9,1
19780,3153,7040,0.448,702,1951,0.36,2451,5089,0.482,1415,1823,0.776,782,2712,3494,1818,633,342,1102,1713,8423,0,2016,,26.0,48,34,49,33,2.72,-0.36,2.36,107.2,104.3,+2.9,95.6,.280,.348,.545,.502,11.7,20.0,.222,.496,12.5,79.8,.191,Time Warner Cable Arena,"716,894","17,485",19780,.448,12.5,.723,.304,.144,.101,.174,.277,.482,.597,.380,.385,.419,.360,.510,.808,.059,369,.255,948,.229,.332,12,1
19780,3153,7040,0.448,702,1951,0.36,2451,5089,0.482,1415,1823,0.776,782,2712,3494,1818,633,342,1102,1713,8423,0,2016,,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,.498,12.3,21.2,.201,.523,12.7,78.8,.225,Smoothie King Center,"688,549","16,794",19855,.439,13.7,.652,.274,.129,.093,.156,.348,.479,.599,.394,.383,.397,.362,.482,.840,.029,177,.248,962,.171,.409,9,1
19780,3153,7040,0.448,702,1951,0.36,2451,5089,0.482,1415,1823,0.776,782,2712,3494,1818,633,342,1102,1713,8423,0,2016,,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,.498,12.3,21.2,.201,.523,12.7,78.8,.225,Smoothie King Center,"688,549","16,794",19780,.448,12.5,.723,.304,.144,.101,.174,.277,.482,.597,.380,.385,.419,.360,.510,.808,.059,369,.255,948,.229,.332,12,1
19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,0,2017,,26.5,36,46,42,40,0.20,-0.26,-0.07,108.8,108.6,+0.2,95.7,.279,.335,.547,.501,10.7,19.9,.227,.523,12.1,79.6,.164,Spectrum Center,"710,643","17,333",19830,.442,13.9,.665,.282,.133,.099,.152,.335,.488,.610,.400,.419,.380,.351,.545,.795,.034,218,.253,1006,.133,.377,15,1
19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,0,2017,,26.5,36,46,42,40,0.20,-0.26,-0.07,108.8,108.6,+0.2,95.7,.279,.335,.547,.501,10.7,19.9,.227,.523,12.1,79.6,.164,Spectrum Center,"710,643","17,333",19905,.450,13.4,.692,.279,.170,.094,.149,.308,.495,.627,.417,.427,.380,.350,.503,.833,.048,313,.243,988,.219,.373,11,0
19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,0,2017,,25.7,34,48,35,47,-2.10,0.41,-1.69,105.2,107.4,-2.2,98.0,.256,.308,.539,.504,11.7,18.5,.192,.509,12.4,76.8,.177,Smoothie King Center,"663,099","16,173",19830,.442,13.9,.665,.282,.133,.099,.152,.335,.488,.610,.400,.419,.380,.351,.545,.795,.034,218,.253,1006,.133,.377,15,1
19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,0,2017,,25.7,34,48,35,47,-2.10,0.41,-1.69,105.2,107.4,-2.2,98.0,.256,.308,.539,.504,11.7,18.5,.192,.509,12.4,76.8,.177,Smoothie King Center,"663,099","16,173",19905,.450,13.4,.692,.279,.170,.094,.149,.308,.495,.627,.417,.427,.380,.350,.503,.833,.048,313,.243,988,.219,.373,11,0
19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,0,2017,,26.5,36,46,42,40,0.20,-0.26,-0.07,108.8,108.6,+0.2,95.7,.279,.335,.547,.501,10.7,19.9,.227,.523,12.1,79.6,.164,Spectrum Center,"710,643","17,333",19830,.442,13.9,.665,.282,.133,.099,.152,.335,.488,.610,.400,.419,.380,.351,.545,.795,.034,218,.253,1006,.133,.377,15,1
19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,0,2017,,26.5,36,46,42,40,0.20,-0.26,-0.07,108.8,108.6,+0.2,95.7,.279,.335,.547,.501,10.7,19.9,.227,.523,12.1,79.6,.164,Spectrum Center,"710,643","17,333",19905,.450,13.4,.692,.279,.170,.094,.149,.308,.495,.627,.417,.427,.380,.350,.503,.833,.048,313,.243,988,.219,.373,11,0
19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,0,2017,,25.7,34,48,35,47,-2.10,0.41,-1.69,105.2,107.4,-2.2,98.0,.256,.308,.539,.504,11.7,18.5,.192,.509,12.4,76.8,.177,Smoothie King Center,"663,099","16,173",19830,.442,13.9,.665,.282,.133,.099,.152,.335,.488,.610,.400,.419,.380,.351,.545,.795,.034,218,.253,1006,.133,.377,15,1
19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,0,2017,,25.7,34,48,35,47,-2.10,0.41,-1.69,105.2,107.4,-2.2,98.0,.256,.308,.539,.504,11.7,18.5,.192,.509,12.4,76.8,.177,Smoothie King Center,"663,099","16,173",19905,.450,13.4,.692,.279,.170,.094,.149,.308,.495,.627,.417,.427,.380,.350,.503,.833,.048,313,.243,988,.219,.373,11,0
19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,1,2018,,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,.541,13.3,20.0,.183,.513,12.5,76.7,.175,Smoothie King Center,"673,920","16,437",19780,.450,13.2,.686,.273,.160,.114,.138,.314,.487,.642,.380,.408,.370,.369,.484,.756,.046,300,.268,1030,.154,.369,21,0
19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,1,2018,,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,.541,13.3,20.0,.183,.513,12.5,76.7,.175,Smoothie King Center,"673,920","16,437",19955,.483,12.5,.681,.295,.179,.099,.109,.319,.540,.667,.475,.441,.396,.362,.549,.876,.054,362,.307,1294,.233,.399,14,0
19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,1,2018,,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,.508,11.4,22.2,.233,.532,12.4,80.7,.165,Spectrum Center,"671,404","16,376",19780,.450,13.2,.686,.273,.160,.114,.138,.314,.487,.642,.380,.408,.370,.369,.484,.756,.046,300,.268,1030,.154,.369,21,0
19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,1,2018,,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,.508,11.4,22.2,.233,.532,12.4,80.7,.165,Spectrum Center,"671,404","16,376",19955,.483,12.5,.681,.295,.179,.099,.109,.319,.540,.667,.475,.441,.396,.362,.549,.876,.054,362,.307,1294,.233,.399,14,0
19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,0,2018,,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,.541,13.3,20.0,.183,.513,12.5,76.7,.175,Smoothie King Center,"673,920","16,437",19780,.450,13.2,.686,.273,.160,.114,.138,.314,.487,.642,.380,.408,.370,.369,.484,.756,.046,300,.268,1030,.154,.369,21,0
19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,0,2018,,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,.541,13.3,20.0,.183,.513,12.5,76.7,.175,Smoothie King Center,"673,920","16,437",19955,.483,12.5,.681,.295,.179,.099,.109,.319,.540,.667,.475,.441,.396,.362,.549,.876,.054,362,.307,1294,.233,.399,14,0
19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,0,2018,,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,.508,11.4,22.2,.233,.532,12.4,80.7,.165,Spectrum Center,"671,404","16,376",19780,.450,13.2,.686,.273,.160,.114,.138,.314,.487,.642,.380,.408,.370,.369,.484,.756,.046,300,.268,1030,.154,.369,21,0
19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,0,2018,,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,.508,11.4,22.2,.233,.532,12.4,80.7,.165,Spectrum Center,"671,404","16,376",19955,.483,12.5,.681,.295,.179,.099,.109,.319,.540,.667,.475,.441,.396,.362,.549,.876,.054,362,.307,1294,.233,.399,14,0
19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466,0,2019,,26.6,39,43,38,44,-1.10,-0.22,-1.32,111.4,112.5,-1.1,98.7,.257,.378,.554,.514,10.9,21.7,.205,.538,12.1,77.1,.179,Spectrum Center,"676,570","16,502",19830,.448,13.9,.622,.289,.165,.083,.084,.378,.507,.625,.387,.440,.401,.351,.494,.777,.041,264,.305,1181,.194,.415,37,2
19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466,0,2019,,26.6,39,43,38,44,-1.10,-0.22,-1.32,111.4,112.5,-1.1,98.7,.257,.378,.554,.514,10.9,21.7,.205,.538,12.1,77.1,.179,Spectrum Center,"676,570","16,502",19755,.473,12.4,.676,.315,.199,.094,.068,.324,.536,.674,.423,.447,.344,.344,.542,.869,.054,379,.312,1371,.206,.351,12,0
19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466,0,2019,,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,.529,12.6,24.1,.193,.532,11.6,76.8,.193,Smoothie King Center,"656,183","16,004",19830,.448,13.9,.622,.289,.165,.083,.084,.378,.507,.625,.387,.440,.401,.351,.494,.777,.041,264,.305,1181,.194,.415,37,2
19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466,0,2019,,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,.529,12.6,24.1,.193,.532,11.6,76.8,.193,Smoothie King Center,"656,183","16,004",19755,.473,12.4,.676,.315,.199,.094,.068,.324,.536,.674,.423,.447,.344,.344,.542,.869,.054,379,.312,1371,.206,.351,12,0
19830,3297,7362,0.448,977,2783,0.351,2320,4579,0.507,1510,1895,0.797,814,2778,3592,1905,591,405,1001,1550,9081,0,2019,,26.6,39,43,38,44,-1.10,-0.22,-1.32,111.4,112.5,-1.1,98.7,.257,.378,.554,.514,10.9,21.7,.205,.538,12.1,77.1,.179,Spectrum Center,"676,570","16,502",19830,.448,13.9,.622,.289,.165,.083,.084,.378,.507,.625,.387,.440,.401,.351,.494,.777,.041,264,.305,1181,.194,.415,37,2
19830,3297,7362,0.448,977,2783,0.351,2320,4579,0.507,1510,1895,0.797,814,2778,3592,1905,591,405,1001,1550,9081,0,2019,,26.6,39,43,38,44,-1.10,-0.22,-1.32,111.4,112.5,-1.1,98.7,.257,.378,.554,.514,10.9,21.7,.205,.538,12.1,77.1,.179,Spectrum Center,"676,570","16,502",19755,.473,12.4,.676,.315,.199,.094,.068,.324,.536,.674,.423,.447,.344,.344,.542,.869,.054,379,.312,1371,.206,.351,12,0
19830,3297,7362,0.448,977,2783,0.351,2320,4579,0.507,1510,1895,0.797,814,2778,3592,1905,591,405,1001,1550,9081,0,2019,,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,.529,12.6,24.1,.193,.532,11.6,76.8,.193,Smoothie King Center,"656,183","16,004",19830,.448,13.9,.622,.289,.165,.083,.084,.378,.507,.625,.387,.440,.401,.351,.494,.777,.041,264,.305,1181,.194,.415,37,2
19830,3297,7362,0.448,977,2783,0.351,2320,4579,0.507,1510,1895,0.797,814,2778,3592,1905,591,405,1001,1550,9081,0,2019,,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,.529,12.6,24.1,.193,.532,11.6,76.8,.193,Smoothie King Center,"656,183","16,004",19755,.473,12.4,.676,.315,.199,.094,.068,.324,.536,.674,.423,.447,.344,.344,.542,.869,.054,379,.312,1371,.206,.351,12,0
17430,3065,6598,0.465,982,2656,0.37,2083,3942,0.528,1229,1687,0.729,797,2551,3348,1932,539,358,1181,1524,8341,0,2020,,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,.539,13.9,24.2,.186,.532,12.4,77.8,.212,Smoothie King Center,"528,172","16,505",15750,.434,13.5,.601,.303,.192,.062,.044,.399,.489,.627,.357,.321,.352,.352,.560,.803,.061,307,.299,828,.201,.397,14,0
17430,3065,6598,0.465,982,2656,0.37,2083,3942,0.528,1229,1687,0.729,797,2551,3348,1932,539,358,1181,1524,8341,0,2020,,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,.539,13.9,24.2,.186,.532,12.4,77.8,.212,Smoothie King Center,"528,172","16,505",17430,.465,13.8,.597,.309,.144,.079,.065,.403,.528,.666,.376,.394,.378,.370,.516,.874,.060,359,.302,1106,.233,.401,20,0
17430,3065,6598,0.465,982,2656,0.37,2083,3942,0.528,1229,1687,0.729,797,2551,3348,1932,539,358,1181,1524,8341,0,2020,,24.3,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,.252,.399,.539,.504,13.3,23.9,.188,.546,13.1,74.4,.159,Spectrum Center,"478,591","15,428",15750,.434,13.5,.601,.303,.192,.062,.044,.399,.489,.627,.357,.321,.352,.352,.560,.803,.061,307,.299,828,.201,.397,14,0
17430,3065,6598,0.465,982,2656,0.37,2083,3942,0.528,1229,1687,0.729,797,2551,3348,1932,539,358,1181,1524,8341,0,2020,,24.3,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,.252,.399,.539,.504,13.3,23.9,.188,.546,13.1,74.4,.159,Spectrum Center,"478,591","15,428",17430,.465,13.8,.597,.309,.144,.079,.065,.403,.528,.666,.376,.394,.378,.370,.516,.874,.060,359,.302,1106,.233,.401,20,0
15750,2425,5586,0.434,785,2231,0.352,1640,3355,0.489,1052,1406,0.748,715,2066,2781,1549,428,268,949,1223,6687,0,2020,,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,.539,13.9,24.2,.186,.532,12.4,77.8,.212,Smoothie King Center,"528,172","16,505",15750,.434,13.5,.601,.303,.192,.062,.044,.399,.489,.627,.357,.321,.352,.352,.560,.803,.061,307,.299,828,.201,.397,14,0
15750,2425,5586,0.434,785,2231,0.352,1640,3355,0.489,1052,1406,0.748,715,2066,2781,1549,428,268,949,1223,6687,0,2020,,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,.256,.403,.568,.539,13.9,24.2,.186,.532,12.4,77.8,.212,Smoothie King Center,"528,172","16,505",17430,.465,13.8,.597,.309,.144,.079,.065,.403,.528,.666,.376,.394,.378,.370,.516,.874,.060,359,.302,1106,.233,.401,20,0
